Kraken Experian Tier,Kraken Experian Tier Class,Kraken Experian Mosaic Household,Kraken Experian First Lead Sub Group,Kraken Experian First Lead Group,Kraken Experian Number of Children,Kraken Experian Consumer View Profitability Score,Kraken Experian Direct Mail Responder,Kraken Experian Dwelling Type,Kraken Experian Estimated Household Income,Kraken Experian Estimated Current Home Value,Kraken Experian Gender Code,Kraken Experian Individual Education,Kraken Experian Length of Residence,Kraken Experian Marital Status,Kraken Experian Occupation Group,Kraken Experian State Region,Kraken Experian Membership Tcv,Kraken Experian Membership Level,Kraken Experian Membership Length Days,Kraken Experian Product Tcv,Kraken Experian Count
9,H,Unspoiled Splendor,Bing,PPC,No Children,2,U - UNKNOWN,S - Single Family,$50000-$74999,,Male,Grad Degree - Likely,2 Years,Married - Likely,Blue Collar-I,TX,104,Silver,253,0,1
1,D,Aging of Aquarius,Bing,PPC,No Children,1,M - MULTI BUYER,S - Single Family,$100000-$124999,"$283,352 ",Male,HS Diploma - Likely,34 Years,Married - Extremely Likely,Office and Admin Support-I,IL,"1,275.89",Elite,"1,599",0,1
9,H,Humble Beginnings,Bing,PPC,No Children,8,U - UNKNOWN,S - Single Family,$25000-$34999,,Male,Less than HS Diploma - Likely,New,Single - Likely,Blue Collar-I,WA,39,Silver,90,0,1
1,H,Settled and Sensible,Bing,PPC,No Children,6,M - MULTI BUYER,S - Single Family,$75000-$99999,"$87,982 ",Male,HS Diploma - Extremely Likely,23 Years,Married - Extremely Likely,Blue Collar-K,IL,"1,135",Elite,"1,063",0,1
9,H,Suburban Attainment,Bing,PPC,No Children,7,U - UNKNOWN,S - Single Family,$75000-$99999,"$160,517 ",Male,HS Diploma - Likely,4 Years,Married - Likely,Other-I,IN,104,Silver,242,0,1
9,H,Senior Discounts,Bing,PPC,No Children,6,M - MULTI BUYER,A - Multi-Family & Condominium,$1000-$14999,,Female,HS Diploma - Likely,9 Years,Married - Extremely Likely,Retired-I,OH,117,Silver,268,0,1
1,G,Town Elders,Bing,PPC,No Children,4,U - UNKNOWN,S - Single Family,$25000-$34999,"$178,798 ",Male,Grad Degree - Likely,5 Years,Married - Likely,Retired-I,TX,823,Elite,739,57,1
1,H,Fast Track Couples,Bing,PPC,No Children,4,,,$50000-$74999,"$272,000 ",,Some College - Likely,3 Years,Married - Likely,Blue Collar-I,NM,"1,066.88",Elite,"1,027",0,1
1,G,Picture Perfect Families,Bing,PPC,No Children,2,M - MULTI BUYER,S - Single Family,$125000-$149999,"$305,084 ",Male,Bach Degree - Likely,15 Years,Married - Extremely Likely,Other-K,AL,959,Elite,860,878.86,1
1,A,Full Pockets  Empty Nests,Bing,PPC,1 = 1 Child,5,M - MULTI BUYER,S - Single Family,$35000-$49999,"$253,198 ",Male,Less than HS Diploma - Likely,47 Years,Single - Likely,Mgmt/Business/Financial Oper-I,MN,"1,752.36",Elite,"2,110",27,1
1,F,Aging in Place,Bing,PPC,No Children,1,M - MULTI BUYER,S - Single Family,$50000-$74999,"$130,154 ",Male,Bach Degree - Extremely Likely,31 Years,Married - Extremely Likely,Retired-I,IL,832.68,Elite,"1,142",0,1
1,F,Platinum Prosperity,Bing,PPC,No Children,1,M - MULTI BUYER,S - Single Family,$250000+,"$652,746 ",Male,Bach Degree - Extremely Likely,16 Years,Unknown Status - Indiv not PDM,Mgmt/Business/Financial Oper-K,FL,"1,097.72",Elite,"1,331",0,1
9,H,Striving Single Scene,Bing,PPC,No Children,8,U - UNKNOWN,A - Multi-Family & Condominium,$1000-$14999,,Male,Some College - Likely,1 Year,Single - Likely,Blue Collar-I,FL,26,Silver,62,0,1
9,H,Urban Survivors,Bing,PPC,1 = 1 Child,8,Y - SINGLE BUYER,S - Single Family,$50000-$74999,,Male,Some College - Likely,13 Years,Unknown Status - Indiv not PDM,Office and Admin Support-I,LA,156,Silver,355,0,1
1,F,Steadfast Conventionalists,Bing,PPC,No Children,8,,,$35000-$49999,"$353,000 ",,Less than HS Diploma - Likely,8 Years,Married - Likely,Blue Collar-I,CA,281.18,Elite,"1,105",0,1
9,H,Aging of Aquarius,Bing,PPC,No Children,2,Y - SINGLE BUYER,S - Single Family,$75000-$99999,"$213,934 ",Male,Some College - Likely,24 Years,Married - Extremely Likely,Retired-I,NE,39,Silver,81,0,1
1,E,Aging in Place,Bing,PPC,No Children,3,U - UNKNOWN,S - Single Family,$50000-$74999,"$134,029 ",Male,Bach Degree - Likely,15 Years,Married - Likely,Retired-I,IL,"1,293.20",Elite,"1,173",50,1
9,H,Rural Southern Bliss,Bing,PPC,No Children,7,,,$35000-$49999,"$108,000 ",Male,HS Diploma - Likely,11 Years,Married - Likely,Blue Collar-I,GA,143,Silver,334,0,1
1,G,Unspoiled Splendor,Bing,PPC,No Children,2,U - UNKNOWN,S - Single Family,$25000-$34999,"$162,220 ",Male,Some College - Likely,24 Years,Married - Likely,Retired-I,WV,"1,220",Elite,"1,046",75,1
1,H,Digital Dependents,Bing,PPC,No Children,6,,,$35000-$49999,"$168,000 ",,HS Diploma - Likely,6 Years,Married - Likely,Other-I,NY,984.02,Elite,924,0,1
1,H,Unspoiled Splendor,Bing,PPC,No Children,4,M - MULTI BUYER,S - Single Family,$50000-$74999,"$119,122 ",Male,HS Diploma - Extremely Likely,14 Years,Married - Extremely Likely,Profess:Legal/Educ/Health-K,TN,818,Elite,742,0,1
1,B,Digital Dependents,Blank,Unknown,No Children,7,U - UNKNOWN,S - Single Family,$75000-$99999,"$161,041 ",Male,Some College - Likely,New,Married - Likely,Other-I,NV,"1,848.78",Elite,"1,834",0,1
9,H,No place like Home,Blog,Natural Search,No Children,5,Y - SINGLE BUYER,S - Single Family,$50000-$74999,"$141,258 ",Male,Bach Degree - Extremely Likely,20 Years,Unknown Status - Indiv not PDM,Mgmt/Business/Financial Oper-I,ME,91,Silver,212,0,1
1,B,Settled and Sensible,Blog,Natural Search,No Children,4,M - MULTI BUYER,S - Single Family,$50000-$74999,"$131,413 ",Male,Some College - Likely,14 Years,Married - Extremely Likely,Blue Collar-I,NJ,"1,662.84",Elite,"2,069",0,1
1,F,Silver Sophisticates,Blog,Natural Search,No Children,2,U - UNKNOWN,S - Single Family,$125000-$149999,"$694,911 ",Male,Bach Degree - Likely,12 Years,Married - Likely,Profess:Legal/Educ/Health-K,MA,"1,153.98",Elite,"1,379",0,1
1,B,Rural Escape,Blog,Natural Search,No Children,4,M - MULTI BUYER,S - Single Family,$125000-$149999,"$159,332 ",Male,HS Diploma - Likely,6 Years,Married - Extremely Likely,Other-K,TX,"2,461.60",Elite,"2,422",0,1
1,F,Aging of Aquarius,Blog,Natural Search,No Children,1,M - MULTI BUYER,S - Single Family,$125000-$149999,"$366,333 ",Female,Less than HS Diploma - Likely,21 Years,Married - Extremely Likely,Office and Admin Support-I,TX,"1,123.92",Elite,"1,380",0,1
1,B,Aging of Aquarius,Blog,Natural Search,No Children,2,,,$75000-$99999,"$627,000 ",,HS Diploma - Likely,9 Years,Married - Likely,Sales-I,FL,"1,387.80",Elite,"1,840",0,1
1,B,Aging in Place,Blog,Natural Search,No Children,2,M - MULTI BUYER,P - Post Office Box,$50000-$74999,,Male,HS Diploma - Likely,19 Years,Married - Likely,Retired-I,CO,"2,703",Elite,"2,573",0,1
1,B,Rooted Flower Power,Blog,Natural Search,No Children,3,M - MULTI BUYER,S - Single Family,$50000-$74999,"$141,064 ",Male,HS Diploma - Extremely Likely,11 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,OK,"2,180.88",Elite,"2,101",0,1
1,B,Aging in Place,Breitbart,Media Buy,No Children,1,M - MULTI BUYER,S - Single Family,$50000-$74999,"$206,455 ",Male,Bach Degree - Extremely Likely,17 Years,Married - Extremely Likely,Office and Admin Support-K,NC,"2,330",Elite,"2,177",0,1
1,D,No place like Home,Breitbart,Media Buy,No Children,5,M - MULTI BUYER,S - Single Family,$75000-$99999,"$305,435 ",Male,Grad Degree - Likely,31 Years,Unknown Status - Indiv not PDM,Mgmt/Business/Financial Oper-I,CO,"1,302.76",Elite,"1,584",0,1
1,H,Steadfast Conventionalists,Breitbart,Media Buy,No Children,6,M - MULTI BUYER,A - Multi-Family & Condominium,$75000-$99999,,Male,Bach Degree - Extremely Likely,30 Years,Married - Extremely Likely,Sales-K,IL,"1,077.10",Elite,"1,018",0,1
9,H,Stockcars and State Parks,Breitbart,Media Buy,1 = 1 Child,1,M - MULTI BUYER,S - Single Family,$15000-$24999,"$241,000 ",Male,Bach Degree - Extremely Likely,6 Years,Married - Likely,Mgmt/Business/Financial Oper-K,MI,52,Silver,120,0,1
1,D,Sports Utility Families,Breitbart,Media Buy,2 = 2 Chldren,2,M - MULTI BUYER,S - Single Family,$15000-$24999,,Male,Bach Degree - Extremely Likely,15 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-K,NH,"1,786",Elite,"1,653",0,1
9,H,Digital Dependents,Business Partnerships,Business Partnerships,No Children,8,U - UNKNOWN,S - Single Family,$25000-$34999,"$119,033 ",Male,Some College - Likely,2 Years,Single - Likely,Other-I,IA,117,Silver,277,0,1
9,H,Wired for Success,Business Partnerships,Business Partnerships,No Children,8,U - UNKNOWN,A - Multi-Family & Condominium,$25000-$34999,,Male,Some College -Extremely Likely,2 Years,Single - Likely,Office and Admin Support-I,UT,26,Silver,54,0,1
9,H,Red  White and Bluegrass,Business Partnerships,Business Partnerships,2 = 2 Chldren,6,M - MULTI BUYER,S - Single Family,$50000-$74999,"$141,193 ",Male,Some College -Extremely Likely,47 Years,Married - Extremely Likely,Blue Collar-I,GA,65,Silver,151,0,1
9,H,Boomers and Boomerangs,Business Partnerships,Business Partnerships,2 = 2 Chldren,4,M - MULTI BUYER,S - Single Family,$75000-$99999,"$210,818 ",Male,Some College - Likely,24 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,OH,26,Silver,41,0,1
9,H,Families Matter Most,Business Partnerships,Business Partnerships,No Children,8,U - UNKNOWN,S - Single Family,$75000-$99999,"$96,669 ",,Bach Degree - Likely,4 Years,Unknown Status - Indiv not PDM,Other-I,IL,52,Silver,125,0,1
9,H,Families Matter Most,Business Partnerships,Business Partnerships,No Children,7,U - UNKNOWN,S - Single Family,$50000-$74999,"$355,802 ",Male,HS Diploma - Likely,4 Years,Married - Likely,Other-I,VA,52,Silver,124,0,1
9,H,Red  White and Bluegrass,Business Partnerships,Business Partnerships,4 = 4 Children,6,M - MULTI BUYER,S - Single Family,$50000-$74999,"$126,146 ",Male,Bach Degree - Extremely Likely,18 Years,Married - Likely,Blue Collar-K,VA,130,Silver,300,0,1
9,H,No place like Home,Business Partnerships,Business Partnerships,No Children,4,U - UNKNOWN,S - Single Family,$50000-$74999,,Male,Bach Degree - Extremely Likely,1 Year,Married - Likely,Mgmt/Business/Financial Oper-K,MT,39,Silver,99,0,1
9,H,Full Pockets  Empty Nests,Business Partnerships,Business Partnerships,No Children,6,U - UNKNOWN,P - Post Office Box,$25000-$34999,,Male,Grad Degree - Likely,4 Years,Single - Likely,Tech: Comp/Math/Arch/Eng-I,NY,130,Silver,275,0,1
9,H,Homemade Happiness,Business Partnerships,Business Partnerships,1 = 1 Child,4,M - MULTI BUYER,S - Single Family,$50000-$74999,"$105,059 ",Male,Grad Degree - Extremely Likely,19 Years,Married - Likely,Profess:Legal/Educ/Health-K,TN,111.76,Silver,278,0,1
9,H,,Business Partnerships,Business Partnerships,,,,,,,,,,,,WA,0,Silver,0,0,1
9,H,Aging in Place,Business Partnerships,Business Partnerships,No Children,2,M - MULTI BUYER,S - Single Family,$75000-$99999,"$184,719 ",Male,Bach Degree - Extremely Likely,22 Years,Married - Likely,Blue Collar-K,MN,13,Silver,30,0,1
9,H,Red  White and Bluegrass,Business Partnerships,Business Partnerships,1 = 1 Child,7,M - MULTI BUYER,S - Single Family,$25000-$34999,"$174,480 ",Male,Some College - Likely,7 Years,Unknown Status - Indiv not PDM,Other-I,PA,39,Silver,94,0,1
9,H,Diapers and Debit Cards,Business Partnerships,Business Partnerships,2 = 2 Chldren,7,U - UNKNOWN,S - Single Family,$25000-$34999,"$157,096 ",Male,Some College - Likely,2 Years,Single - Likely,Other-I,NH,104,Silver,247,0,1
9,H,Urban Survivors,Business Partnerships,Business Partnerships,No Children,8,Y - SINGLE BUYER,S - Single Family,$15000-$24999,"$65,901 ",Female,Bach Degree - Likely,13 Years,Unknown Status - Indiv not PDM,Other-I,AL,104,Silver,259,0,1
9,H,Digital Dependents,Business Partnerships,Business Partnerships,No Children,6,U - UNKNOWN,S - Single Family,$75000-$99999,"$207,363 ",Male,Some College - Likely,1 Year,Married - Extremely Likely,Blue Collar-I,TN,13,Silver,31,0,1
9,H,Rural Escape,Business Partnerships,Business Partnerships,No Children,4,U - UNKNOWN,S - Single Family,$50000-$74999,"$45,235 ",Male,Bach Degree - Likely,6 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,TX,130,Silver,292,0,1
9,H,Striving Single Scene,Business Partnerships,Business Partnerships,No Children,8,,,$35000-$49999,"$337,000 ",Male,Bach Degree - Likely,New,Single - Likely,Other-I,OR,202,Silver,252,0,1
9,H,Diapers and Debit Cards,Business Partnerships,Business Partnerships,1 = 1 Child,7,U - UNKNOWN,S - Single Family,$25000-$34999,"$61,699 ",Male,Some College - Likely,5 Years,Unknown Status - Indiv not PDM,Blue Collar-I,MI,0,Silver,0,0,1
9,H,Family Fun-tastic,Business Partnerships,Business Partnerships,No Children,4,U - UNKNOWN,S - Single Family,$150000-$174999,"$258,195 ",Male,Some College - Likely,4 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,OR,156,Silver,354,0,1
9,H,Striving Single Scene,Business Partnerships,Business Partnerships,No Children,8,U - UNKNOWN,A - Multi-Family & Condominium,$15000-$24999,,Male,HS Diploma - Likely,1 Year,Single - Likely,Other-I,NV,156,Silver,358,0,1
9,H,Town Elders,Business Partnerships,Business Partnerships,No Children,2,M - MULTI BUYER,S - Single Family,$35000-$49999,"$102,804 ",Male,Bach Degree - Extremely Likely,37 Years,Married - Likely,Blue Collar-K,OH,85.75,Silver,216,0,1
1,A,Digital Dependents,Business Partnerships,Business Partnerships,No Children,5,U - UNKNOWN,S - Single Family,$1000-$14999,"$134,240 ",Male,Grad Degree - Likely,2 Years,Married - Extremely Likely,Blue Collar-I,IL,"1,629.71",Elite,"2,034",7.95,1
9,H,Everyday Moderates,Business Partnerships,Business Partnerships,No Children,2,U - UNKNOWN,A - Multi-Family & Condominium,$50000-$74999,"$209,038 ",,Bach Degree - Extremely Likely,9 Years,Married - Likely,Profess:Legal/Educ/Health-I,GA,104,Silver,231,0,1
9,H,Status Seeking Singles,Byers Banners,Media Buy,1 = 1 Child,5,M - MULTI BUYER,S - Single Family,$15000-$24999,"$183,902 ",Male,Bach Degree - Likely,5 Years,Unknown Status - Indiv not PDM,Blue Collar-K,MI,104,Silver,243,0,1
9,H,Mid-scale Medley,CCX,Events,No Children,7,U - UNKNOWN,S - Single Family,$50000-$74999,"$106,807 ",Female,Some College -Extremely Likely,7 Years,Unknown Status - Indiv not PDM,Other-K,TX,156,Silver,364,0,1
9,H,Stockcars and State Parks,Cause Action,Media Buy,No Children,4,M - MULTI BUYER,S - Single Family,$35000-$49999,"$87,729 ",Male,HS Diploma - Extremely Likely,24 Years,Married - Likely,Blue Collar-K,IL,104,Silver,238,0,1
9,H,Striving Single Scene,Cause Action,Media Buy,No Children,7,U - UNKNOWN,A - Multi-Family & Condominium,$100000-$124999,,Male,Some College - Likely,22 Years,Single - Likely,Blue Collar-I,CA,156,Silver,357,0,1
9,H,Golf Carts and Gourmets,Co-Host,Media Buy,1 = 1 Child,1,M - MULTI BUYER,S - Single Family,$125000-$149999,"$412,704 ",Male,Some College -Extremely Likely,8 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-K,FL,26,Silver,61,0,1
9,H,True Grit Americans,Co-Host,Media Buy,1 = 1 Child,6,U - UNKNOWN,S - Single Family,$25000-$34999,"$355,167 ",Male,Some College -Extremely Likely,3 Years,Married - Extremely Likely,Tech: Comp/Math/Arch/Eng-K,WA,13,Silver,31,0,1
9,H,,Co-Host,Media Buy,,,,,,,,,,,,MD,13,Silver,31,0,1
9,H,Diapers and Debit Cards,Co-Host,Media Buy,2 = 2 Chldren,6,M - MULTI BUYER,S - Single Family,$50000-$74999,"$126,718 ",Female,HS Diploma - Extremely Likely,5 Years,Unknown Status - Indiv not PDM,Retired-K,WI,78,Silver,167,0,1
9,H,Rural Escape,Co-Host,Media Buy,No Children,6,M - MULTI BUYER,S - Single Family,$50000-$74999,,Male,Less than HS Diploma - Likely,10 Years,Married - Extremely Likely,Farming/Fish/Forestry-I,KS,46.76,Silver,122,0,1
9,H,No place like Home,Co-Host,Media Buy,1 = 1 Child,6,Y - SINGLE BUYER,S - Single Family,$15000-$24999,"$380,273 ",Female,Grad Degree - Likely,4 Years,Married - Likely,Office and Admin Support-I,NV,13,Silver,30,0,1
9,H,Homemade Happiness,Co-Host,Media Buy,1 = 1 Child,6,Y - SINGLE BUYER,A - Multi-Family & Condominium,$1000-$14999,,Male,HS Diploma - Likely,9 Years,Unknown Status - Indiv not PDM,Retired-I,NY,26,Silver,63,0,1
9,H,Silver Sophisticates,Co-Host,Media Buy,No Children,2,M - MULTI BUYER,S - Single Family,$15000-$24999,"$580,318 ",Female,Grad Degree - Likely,13 Years,Married - Likely,Profess:Legal/Educ/Health-I,AL,65,Silver,156,0,1
9,H,Rural Escape,Co-Host,Media Buy,No Children,8,U - UNKNOWN,S - Single Family,$125000-$149999,,Male,HS Diploma - Extremely Likely,12 Years,Unknown Status - PDM,Other-K,LA,65,Silver,156,0,1
9,H,Family Fun-tastic,Co-Host,Media Buy,2 = 2 Chldren,2,M - MULTI BUYER,S - Single Family,$125000-$149999,"$327,279 ",Male,Bach Degree - Extremely Likely,6 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,TN,13,Silver,14,0,1
9,H,Hope for Tomorrow,Co-Host,Media Buy,1 = 1 Child,9,U - UNKNOWN,S - Single Family,$1000-$14999,,Female,Some College - Likely,3 Years,Single - Likely,Other-I,CA,13,Silver,30,0,1
9,H,Status Seeking Singles,Concealed Nation,Media Buy,No Children,6,U - UNKNOWN,S - Single Family,$200000-$249999,,Male,Some College - Likely,1 Year,Single - Likely,Blue Collar-I,CA,39,Silver,89,0,1
9,H,Steadfast Conventionalists,Concealed Nation,Media Buy,1 = 1 Child,4,M - MULTI BUYER,S - Single Family,$50000-$74999,"$132,289 ",Male,HS Diploma - Likely,55 Years,Married - Extremely Likely,Retired-I,TX,91,Silver,215,0,1
9,H,Picture Perfect Families,Concealed Nation,Media Buy,1 = 1 Child,2,U - UNKNOWN,S - Single Family,$175000-$199999,"$222,808 ",Male,Some College - Likely,16 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,AL,143,Silver,333,0,1
9,H,Balance and Harmony,Concealed Nation,Media Buy,1 = 1 Child,8,U - UNKNOWN,S - Single Family,$35000-$49999,"$185,174 ",Male,Some College - Likely,4 Years,Married - Extremely Likely,Office and Admin Support-I,TX,58.45,Silver,155,0,1
9,H,Footloose and Family Free,Concealed Nation,Media Buy,No Children,5,U - UNKNOWN,A - Multi-Family & Condominium,$1000-$14999,,Male,HS Diploma - Likely,9 Years,Unknown Status - PDM,Retired-I,FL,147,Silver,357,0,1
9,H,No place like Home,Concealed Nation,Media Buy,No Children,3,U - UNKNOWN,S - Single Family,$75000-$99999,"$322,572 ",Male,HS Diploma - Likely,15 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,CA,130,Silver,294,0,1
9,H,Senior Discounts,Concealed Nation,Media Buy,No Children,8,U - UNKNOWN,S - Single Family,$1000-$14999,,Female,HS Diploma - Likely,New,Unknown Status - PDM,Blue Collar-I,WA,130,Silver,316,0,1
9,H,Golf Carts and Gourmets,Concealed Nation,Media Buy,No Children,4,M - MULTI BUYER,S - Single Family,$75000-$99999,,Male,Some College -Extremely Likely,7 Years,Married - Extremely Likely,Other-I,FL,147,Silver,355,0,1
9,H,Digital Dependents,Concealed Nation,Media Buy,No Children,8,U - UNKNOWN,S - Single Family,$35000-$49999,"$66,773 ",Male,Some College - Likely,2 Years,Married - Likely,Blue Collar-I,AZ,104,Silver,257,0,1
9,H,Aging of Aquarius,Concealed Nation,Media Buy,No Children,1,M - MULTI BUYER,S - Single Family,$35000-$49999,"$352,401 ",Male,HS Diploma - Extremely Likely,25 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,IL,13,Silver,31,0,1
9,H,Blue Collar Comfort,Concealed Nation,Media Buy,No Children,2,M - MULTI BUYER,S - Single Family,$50000-$74999,"$105,317 ",Male,Some College -Extremely Likely,19 Years,Unknown Status - PDM,Blue Collar-K,TN,39,Silver,91,0,1
9,H,Aging in Place,Concealed Nation,Media Buy,No Children,2,M - MULTI BUYER,S - Single Family,$50000-$74999,"$138,977 ",Male,Some College -Extremely Likely,13 Years,Married - Extremely Likely,Blue Collar-K,NC,147,Silver,352,0,1
9,H,Aging in Place,Concealed Nation,Media Buy,No Children,5,M - MULTI BUYER,S - Single Family,$25000-$34999,"$81,129 ",Male,Bach Degree - Likely,30 Years,Married - Extremely Likely,Blue Collar-I,TX,134.75,Silver,351,0,1
9,H,Progressive Potpourri,Concealed Nation,Media Buy,No Children,7,U - UNKNOWN,S - Single Family,$50000-$74999,"$274,886 ",Male,HS Diploma - Likely,1 Year,Married - Likely,Other-I,IL,91,Silver,212,0,1
9,H,Diapers and Debit Cards,Concealed Nation,Media Buy,No Children,8,U - UNKNOWN,S - Single Family,$35000-$49999,"$67,928 ",Male,HS Diploma - Likely,3 Years,Single - Likely,Blue Collar-I,MO,91,Silver,212,0,1
9,H,Aging in Place,Concealed Nation,Media Buy,No Children,2,Y - SINGLE BUYER,S - Single Family,$35000-$49999,"$131,370 ",Male,HS Diploma - Likely,39 Years,Married - Likely,Retired-I,PA,26,Silver,61,0,1
9,H,Settled and Sensible,Concealed Nation,Media Buy,1 = 1 Child,5,U - UNKNOWN,S - Single Family,$15000-$24999,"$122,822 ",Male,HS Diploma - Likely,2 Years,Unknown Status - Indiv not PDM,Blue Collar-I,NJ,0,Silver,0,0,1
9,H,,Concealed Nation,Media Buy,,,,,,,,,,,,IL,36.75,Silver,92,0,1
9,H,Blue Collar Comfort,ConcealedRights.com,Media Buy,1 = 1 Child,7,U - UNKNOWN,S - Single Family,$75000-$99999,"$130,988 ",Male,Some College - Likely,14 Years,Married - Likely,Office and Admin Support-I,TX,52,Silver,115,0,1
9,H,Suburban Attainment,Conservative Activist,Media Buy,No Children,6,,,$50000-$74999,,Male,Some College - Likely,7 Years,Married - Likely,Other-I,AL,143,Silver,334,0,1
1,H,Senior Discounts,Conservative Consortium,Media Buy,No Children,6,U - UNKNOWN,A - Multi-Family & Condominium,$35000-$49999,,Male,HS Diploma - Extremely Likely,New,Unknown Status - PDM,Retired-K,SC,730,Elite,891,0,1
1,H,Boomers and Boomerangs,Conservative Consortium,Media Buy,1 = 1 Child,3,M - MULTI BUYER,S - Single Family,$75000-$99999,"$167,656 ",Male,Some College -Extremely Likely,23 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,MI,876.92,Elite,779,0,1
9,H,Settled and Sensible,Conservative Consortium,Media Buy,No Children,6,M - MULTI BUYER,S - Single Family,$50000-$74999,,Male,HS Diploma - Extremely Likely,13 Years,Married - Extremely Likely,Profess:Legal/Educ/Health-K,KS,130,Silver,325,0,1
9,H,Boomers and Boomerangs,Conservative Donor,Media Buy,2 = 2 Chldren,2,M - MULTI BUYER,S - Single Family,$125000-$149999,"$318,097 ",Male,Some College -Extremely Likely,13 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-K,NJ,78,Silver,181,0,1
1,B,Aging in Place,Conservative Donor,Media Buy,No Children,3,M - MULTI BUYER,S - Single Family,$35000-$49999,"$235,371 ",Male,HS Diploma - Likely,16 Years,Married - Likely,Retired-I,OR,"1,901.04",Elite,"1,949",0,1
9,H,Settled and Sensible,Conservative Donor,Media Buy,1 = 1 Child,2,M - MULTI BUYER,S - Single Family,$50000-$74999,"$86,121 ",Male,Bach Degree - Extremely Likely,24 Years,Married - Extremely Likely,Profess:Legal/Educ/Health-K,KY,143,Silver,334,0,1
9,H,Rural Southern Bliss,Constitution.com,Media Buy,No Children,7,M - MULTI BUYER,S - Single Family,$15000-$24999,"$360,915 ",Female,HS Diploma - Likely,49 Years,Unknown Status - Indiv not PDM,Retired-I,NV,91,Silver,203,0,1
9,H,Digital Dependents,CrossBreed,Media Buy,No Children,8,U - UNKNOWN,A - Multi-Family & Condominium,$15000-$24999,,Male,Some College - Likely,3 Years,Single - Likely,Other-I,WI,26,Silver,61,0,1
9,H,Sports Utility Families,CrossBreed,Media Buy,1 = 1 Child,3,U - UNKNOWN,S - Single Family,$75000-$99999,"$223,487 ",Male,Some College - Likely,10 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,NH,130,Silver,304,0,1
9,H,Family Fun-tastic,CrossBreed,Media Buy,No Children,7,Y - SINGLE BUYER,S - Single Family,$125000-$149999,"$182,716 ",Male,Grad Degree - Likely,11 Years,Married - Extremely Likely,Mgmt/Business/Financial Oper-I,MO,117,Silver,273,0,1
9,H,No place like Home,CrossBreed,Media Buy,No Children,4,Y - SINGLE BUYER,S - Single Family,$25000-$34999,,Male,Some College -Extremely Likely,30 Years,Married - Extremely Likely,Profess:Legal/Educ/Health-K,KS,52,Silver,120,0,1
9,H,Red  White and Bluegrass,Crossbreed,Business Partnerships,2 = 2 Chldren,6,U - UNKNOWN,S - Single Family,$50000-$74999,"$218,641 ",Male,Less than HS Diploma - Likely,18 Years,Married - Extremely Likely,Blue Collar-I,WA,65,Silver,151,0,1
1,G,Aging of Aquarius,Crossbreed,Business Partnerships,No Children,3,M - MULTI BUYER,S - Single Family,$100000-$124999,"$247,376 ",Male,Bach Degree - Extremely Likely,19 Years,Married - Extremely Likely,Office and Admin Support-I,AL,293.52,Elite,712,57,1
1,F,Cosmopolitan Achievers,Crossbreed,Business Partnerships,1 = 1 Child,1,M - MULTI BUYER,S - Single Family,$15000-$24999,"$563,509 ",Male,Bach Degree - Extremely Likely,22 Years,Married - Likely,Mgmt/Business/Financial Oper-K,FL,"1,503",Elite,"1,349",0,1
9,H,Homemade Happiness,DMI,Media Buy,No Children,4,Y - SINGLE BUYER,S - Single Family,$125000-$149999,,Female,HS Diploma - Likely,26 Years,Single - Likely,Profess:Legal/Educ/Health-I,CA,0,Silver,0,0,1
1,G,Aging of Aquarius,DMI,Media Buy,No Children,1,Y - SINGLE BUYER,S - Single Family,$75000-$99999,"$311,045 ",Male,Bach Degree - Likely,4 Years,Married - Likely,Mgmt/Business/Financial Oper-I,GA,835,Elite,819,24.95,1
9,H,Diapers and Debit Cards,DMI,Media Buy,No Children,8,U - UNKNOWN,S - Single Family,$1000-$14999,"$126,402 ",Male,Some College - Likely,2 Years,Married - Likely,Blue Collar-I,LA,52,Silver,120,0,1
9,H,U00,DMI,Media Buy,No Children,0,U - UNKNOWN,A - Multi-Family & Condominium,Unknown,,Male,0,New,Unknown Status - Indiv not PDM,UNKNOWN,TX,65,Silver,153,0,1
1,H,Bohemian Groove,DMI,Media Buy,No Children,6,M - MULTI BUYER,S - Single Family,$35000-$49999,"$156,482 ",Female,Some College -Extremely Likely,3 Years,Single - Likely,Blue Collar-K,FL,"1,118",Elite,"1,067",0,1
9,H,Digital Dependents,DMI,Media Buy,1 = 1 Child,7,Y - SINGLE BUYER,S - Single Family,$50000-$74999,"$243,164 ",Female,Some College - Likely,2 Years,Unknown Status - PDM,Other-K,ID,52,Silver,121,0,1
